Company Name	company contact	company email	company phone	Address	City	State	Postcode	Industry	Industry descr	Company Type	Current fulltime	Job created	Job retain	Effective Date	Total Savings	Savings from beginning receiving benefits	Borough	Latitude	Longitude	Community Board	Council District	Census Tract	BIN	BBL	NTA
KONG KEE REALTY CORP	KENT KONG	BG20744@hotmail.com	7189372746	32-15 HUNTERS POINT AVENUE	LONG ISLAND CITY	NY	11101	Manufacturing	Toufu, soy beans and rice products.	ECSP	32.0			01/07/2008	6615.25	599205.25	Queens	40.739456	-73.934086	402.0	26.0	199.0	4003468.0	4002590001.0	Hunters Point-Sunnyside-West Maspeth
KOPELEVICH & FELDSHEROVA, PC	Mikhail Kopelevich	mkopelevich@kflawny.com	7183320577	241 37th St. Suite B439	Brooklyn	NY	11237	Commercial	Back Office	ECSP	10.0			12/03/2019	639.53	1190.21	Brooklyn	40.6558	-74.008408	307.0	38.0	2.0	3336906.0	3006950001.0	Sunset Park West
KRASNYI OKTYBAR, INC.	Semyow Kutsura	gvgendel@gmail.com	7188586720	60 20th Street	Brooklyn	NY	11232	Wholesale/Warehouse/Distribution	Commercial Imports and distributor of Ethnic foods from Eastern Europe	ECSP	17.0			04/12/2018	11774.89	31301.35	Brooklyn	40.665171	-73.998144	307.0	38.0	18.0	3336798.0	3006350010.0	Sunset Park West
LAFARGE NORTH AMERICA	William J. Kastin	bill.kastin@lafarge-na.com	7184999205	75 25th Street	Brooklyn	NY	11232	Wholesale/Warehouse/Distribution	Portland and slag cement	ECSP	5.0			07/12/2007	300.1	186533.54	Brooklyn	40.662023	-74.000588	307.0	38.0	18.0	3414710.0	3006440109.0	Sunset Park West
LAFAYETTE 148, INC	Thomas Hoi	tom.hoi@lafayette148.com	6467087000	141 Flushing Ave, Bldg 77, 14th Fl	Brooklyn	NY	11205	Wholesale/Warehouse/Distribution	Mfg & distribute women''s apparel and accessories	ECSP	300.0			01/14/2019	64379.58	99681.5	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
LAFAYETTE GRINDING CORP.	GOPAL SHARMA	info@lafgrind.com	7183885973	54-56 DOBBIN STREET	Brooklyn	NY	11222	Wholesale/Warehouse/Distribution	WHSE METAL GROUND PLATES	ECSP	13.0			01/05/2009	1422.89	136633.47	Brooklyn	40.723859	-73.953835	301.0	33.0	569.0	3065963.0	3026430050.0	Greenpoint
LEE SPRINGS COMPANY	Susan Fermisco	sfermisco@leespring.com	7183625185	140 58th St. 3C	Brooklyn	NY	11220	Manufacturing	MGF OF METAL SPRING	ECSP	168.0			09/03/2014	5607.59	101143.89	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
LEEMOR LILLY, LLC	Eitan  Chandally	chandally@aol.com	2127777777	43-31 35th Street	Queens	NY	11101	Commercial	Limousine call center	ECSP	125.0			01/07/2009	1134.13	14618.91	Queens	40.745615	-73.929583	402.0	26.0	179.0	4003159.0	4002220015.0	Hunters Point-Sunnyside-West Maspeth
LIDA COLLECTION, INC.	Jeff Xia	Lidausa88@gmail.com	3406446608	58-86 Grand Avenue	Maspeth	NY	11378	Wholesale/Warehouse/Distribution	Warehouse/wholesale Importer of women clothing	ECSP	3.0			10/15/2015	301.71	2179.54	Queens	40.720275	-73.908942	405.0	30.0	525.0	4540084.0	4026810044.0	Maspeth
LIQUID KNITS, INC.	Jeffrey Schechter	jeff@horizonmills.net	6466741185	32-00 Skillman Avenue	Long Island City	NY	11101	Manufacturing	Manufacturer of women outter wear	ECSP	15.0			02/07/2012	3802.86	98717.83	Queens	40.746311	-73.933112	402.0	26.0	179.0	4003434.0	4002450009.0	Hunters Point-Sunnyside-West Maspeth
M & R CPA'S LLP	Frank Musacchio	frank@mandrcpas.com	9293378740	241 37th St. Suite A304	Brooklyn	NY	11232	Other	full-service accounting firm specialize in the retail, wholesale, real estate,	ECSP	8.0			02/03/2020	1371.57	2852.54	Brooklyn	40.6558	-74.008408	307.0	38.0	2.0	3336906.0	3006950001.0	Sunset Park West
M. SLAVIN & SONS, LTD.	MICHAEL JACOBS		2122334522	800 FOOD CENTER DRIVE	Bronx	NY	10474	Wholesale/Warehouse/Distribution	DIST. VARIOUS SEAFOODS	ECSP	159.0			06/03/2008	2235.37	201545.35	Bronx	40.805255	-73.876414	202.0	17.0	93.0	2088215.0	2027800073.0	Hunts Point
MADAME PAULETTE, LIC, LLC	ROB MOREL	jm@madamepaulette.com	7183490050	42-20 12TH STREET	Long Island City	NY	11101	Commercial	CLEANERS	ECSP	50.0			03/10/2009	5889.5	204506.64	Queens	40.752423	-73.946326	402.0	26.0	19.0	4005289.0	4004590064.0	Hunters Point-Sunnyside-West Maspeth
MARIBEL'S SWEETS, INC.	Maribel Liberman	info@mariebelle.com	2122299906	44 Dobbin Street	Brooklyn	NY	11222	Manufacturing	Chocolate and candies	ECSP	23.0			07/02/2009	4248.34	87011.98	Brooklyn	40.723636	-73.953709	301.0	33.0	569.0	3065961.0	3026430045.0	Greenpoint
MARIC MECHANICAL INC.	Linda  Zahn	lzahn@maricmechanical.com	7187214690	19-53 46th Street	Astoria	NY	11105	Manufacturing	specializes in heating, air conditioning, ventilation, and plumbing.	ECSP	46.0			07/10/2015	10067.77	42054.83	Queens	40.774784	-73.896996	401.0	22.0	12301.0	4014852.0	4007740010.0	Steinway
MARJAM SUPPLY CO., INC.	Bruce Respler	brespler@marjam.com	6312494900	20 Rewe Street	Brooklyn	NY	11211	Manufacturing	Wholesale distributor of building supply products	ECSP	164.0			02/06/2008	1182.37	80222.75	Brooklyn	40.716288	-73.93119	301.0	34.0	449.0	3070500.0	3029270300.0	East Williamsburg
MATROS AUTOMATED ELECTRICAL CONST.	Stuart Moskowitz	darin@matros.com	7184821000	5-33 50th Avenue	Long Island City	NY	11101	Commercial	fully licensed and insured electrical contractor specializing in maintenance, ...	ECSP	51.0			01/06/2011	954.09	22828.17	Queens	40.743117	-73.956074	402.0	26.0	7.0	4000128.0	4000320013.0	Hunters Point-Sunnyside-West Maspeth
MCINNIS USA INC.	Kevin  Sears	kevin.sears@cmcinnis.com	9022337480	50 Oak Point Ave	Bronx	NY	10474	Manufacturing	Cement Depot	ECSP	8.0			10/02/2019	30769.92	71460.24	Bronx	40.808926	-73.89466	202.0	17.0	93.0	2127123.0	2026040180.0	Hunts Point
MECHOSHADE SYSTEMS, INC.	Jan Breman	jan.berman@mechoshade.com	7187292020	42-03 35th Street	Long Island City	NY	11101	Commercial	Manufacturer of shades	ECSP	233.0			01/07/2012	34002.6	251975.03	Queens	40.74637	-73.929441	402.0	26.0	179.0	4003135.0	4002180013.0	Hunters Point-Sunnyside-West Maspeth
MESORAH PUBLICATIONS, LTD & SEFERCRAFT, INC	Rabbi Meir Zlotowitz	MEIR@MESORAH.COM	7189219000	4401 2nd Ave	Brooklyn	NY	11232	Manufacturing	Publisher, bookbinder and printer	ECSP	108.0			03/18/2013	9369.06	80895.39	Brooklyn	40.652366	-74.013511	307.0	38.0	2.0	3337169.0	3007360001.0	Sunset Park West
MICHAEL C. FINA CO, INC	George Fina	gfina@mcfina.com	2125572500	33-01 HUNTERS POINT AVENUE	Queens	NY	11101	Manufacturing	PRINTER	ECSP	13.0			01/07/2016	698.25	2543.95	Queens	40.738818	-73.932704	402.0	26.0	199.0	4003453.0	4002550001.0	Hunters Point-Sunnyside-West Maspeth
MKJ COMMUNICATIONS, INC	Jennifer Herman	jherman@mkjcomm.com	2122060072	850 Third Ave, Suite 407A	Brooklyn	NY	11232	Commercial	Communications design, engineering and system installation	ECSP	18.0			04/12/2018	1347.27	3922.81	Brooklyn	40.658518	-74.003327	307.0	38.0	18.0	3009889.0	3006710001.0	Sunset Park West
MONDIAL AUTOMOTIVE, INC.	Showky Kaldawy	showky.k@gomondial.com	7184611980	114-15 15TH AVE.	COLLEGE POINT	NY	11356	Manufacturing	Alternators, carborators, and other automotive equipment	ECSP	26.0			10/01/2007	1394.78	360459.55	Queens	40.783961	-73.852722	407.0	19.0	929.0	4098137.0	4040670011.0	College Point
MONTEBELLO FOOD CORP	Sam Mangano	sam@montebellofoods.com	7183267210	133 Randolph St	BROOKLYN	NY	11237	Wholesale/Warehouse/Distribution	warehouse distribution of ethinic food	ECSP	18.0			05/05/2010	1248.65	218077.49	Brooklyn	40.709254	-73.927176	301.0	34.0	449.0	3000000.0	3029760060.0	East Williamsburg
MUSIC ARHIVE COLLECTION LLC FLOOR 2 AND 3	Dawn Deleone	DawnDeleon@hotmail.com	6463161057	58-86 Grand Avenue	Maspeth	NY	11378	Wholesale/Warehouse/Distribution	Storage Facility	ECSP	1.0			08/15/2018	6102.79	8660.95	Queens	40.720275	-73.908942	405.0	30.0	525.0	4540084.0	4026810044.0	Maspeth
MYT WORKS, INC	Etienne Sauret	etienne@mytworks.com	2123373789	138 30th Street	Brooklyn	NY	11232	Manufacturing	Mfg & design camera support systems for the film industry	ECSP	5.0			01/11/2019	3436.76	9083.2	Brooklyn	40.658304	-74.002004	307.0	38.0	101.0	3009895.0	3006720019.0	Sunset Park West
NATIONAL ACOUSTICS, INC.	William Jessop	bjessop@nationalacoustics.com	2126951252	13-06 43rd Avenue	Long Island City	NY	11101	Manufacturing	Capentry, drywall Acoustics	ECSP	123.0			07/22/2015	6668.68	41069.55	Queens	40.750979	-73.946342	402.0	26.0	19.0	4436811.0	4004420005.0	Hunters Point-Sunnyside-West Maspeth
NATIONAL BIAS BINDING CORP.	Jay Gagliano	jay@nationaltextile.net	7184394800	140 58th Street, Bldg. A , Unit 2L	Brooklyn	NY	11220	Manufacturing	Mfg. of binding & termming	ECSP	10.0			03/06/2015	1144.88	9237.08	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
NEIGHBORHOOD EIGTH AVENUE LLC	Novak Vukasinovic	novak@jansproperty.com	2129322388	423-429 W 127th Street	New York	NY	10103	Commercial	Real Estate	ECSP	4.0			06/09/2011	3309.86	34210.27	New York	40.812964	-73.953759	109.0	7.0	21303.0	1084105.0	1019670060.0	Manhattanville
NEUMAN'S KITCHEN	Paul Neuman	p.neuman@neumanskitch.com	2122882444	35-02 48th Avenue	Long Island City	NY	11101	Manufacturing	Special events caterer	ECSP	104.0			06/07/2016	26192.15	116149.86	Queens	40.740573	-73.930443	402.0	26.0	189.0	4003400.0	4002370033.0	Hunters Point-Sunnyside-West Maspeth
NEW HEYDENRYK, LLC	David Mandel	dmandel@heydenryk.com	2122069611	37-27 10th Street, 1st Fl	Queens	NY	11101	Manufacturing	Picture frame	ECSP	7.0			06/04/2019	3137.03	6590.95	Queens	40.759595	-73.941899	401.0	26.0	85.0	4463923.0	4003600009.0	Queensbridge-Ravenswood-Long Island City
NEW WATER STREET  CORP	Rich Neal		2124719465	55 Water Street	New York	NY	10041	Commercial	53 story building	ECSP	500.0			08/30/2019	1568981.59	3396544.16	New York	40.703597	-74.009781	101.0	1.0	9.0	1083346.0	1000327501.0	Battery Park City-Lower Manhattan
NEW YORK BLOOD CENTER	Zamena Kassim	zkassim@nybc.org	2125703451	45-01 VERNON BLVD.	LONG ISLAND CITY	NY	11101	Commercial	Blood processing	ECSP	280.0			05/05/2017	199253.2	740304.08	Queens	40.748152	-73.952259	402.0	26.0	7.0	4441057.0	4000500001.0	Hunters Point-Sunnyside-West Maspeth
NEW YORK DIGITAL COLOR LITHOGRAPHERS PRINTERS, INC	Eric Cohen	ecohen@nydigitalcolor.com	7187646777	47-10 33rd St, Ground Fl	Queens	NY	11101	Manufacturing	Printer and binder	ECSP	21.0			05/07/2013	10329.55	70251.94	Queens	40.742254	-73.932177	402.0	26.0	199.0	4003447.0	4002520018.0	Hunters Point-Sunnyside-West Maspeth
NEW YORK INSULATION, INC.	Anthony Cardinale	nyinsulate@aol.com	7183260125	58-48 59th Street	Maspeth	NY	11378	Commercial	Building material and supplies	ECSP	13.0			05/17/2011	5226.51	44761.24	Queens	40.719591	-73.908261	405.0	30.0	525.0	4539687.0	4026810058.0	Maspeth
NEW YORKER WHOLESALE BAGELS, INC.	GEORGE MENEGATOS	sevangelinos@gmail.com	2124770448	34-20 12th St.	Long Island City	NY	11101	Manufacturing	Commercial baker	ECSP	29.0			06/29/2013	57647.36	386477.29	Queens	40.76354	-73.937444	401.0	26.0	85.0	4003896.0	4003260030.0	Queensbridge-Ravenswood-Long Island City
NOVA OFFSET CORP	Lance Burns	lance@novaprinting.com	2123491233	226 52nd Street	Brooklyn	NY	11220	Manufacturing	Printer	ECSP	15.0			10/15/2015	5894.91	31951.92	Brooklyn	40.647523	-74.017362	307.0	38.0	20.0	3388019.0	3008050119.0	Sunset Park West
NOVELTY CRYSTAL CORP.	Ashner Michaeli	joe@noveltycrystal.com	7184586700	30-15 48th Avenue	LONG ISLAND CITY	NY	11101	Manufacturing	Plastic goods	ECSP	29.0			11/02/2007	1558.05	194561.38	Queens	40.741404	-73.937497	402.0	26.0	199.0	4436700.0	4002830001.0	Hunters Point-Sunnyside-West Maspeth
NOVO ARTS ASSOCIATES, INC.	Marlaina Deppe	MD@NovoArts.com	2126743093	246 Seigel St. Ground Floor	Brooklyn	NY	11206	Manufacturing	Art goods manufacturing	ECSP	5.0			05/06/2013	6977.32	28375.23	Brooklyn	40.705224	-73.93571	301.0	34.0	485.0	3400504.0	3031000041.0	Bushwick South
ONE GIRL COOKIES, LTD.	David Crofton	dave@onegirlcookies.com	2126754996	254 36th Street, Unit 17	Brooklyn	NY	11232	Commercial	Bake Goods	ECSP	18.0			03/17/2020	1926.8	5824.16	Brooklyn	40.655951	-74.007158	307.0	38.0	2.0	3398687.0	3006950020.0	Sunset Park West
OTHER HALF BREWING, CO,	Nate Lockwood	nate@otherhalfbrewing.com	9172591014	191 Centre Street	Brooklyn	NY	11231	Manufacturing		ECSP	50.0			06/29/2020	528.66	4108.07	Brooklyn	40.673707	-73.999232	306.0	39.0	77.0	3008188.0	3004790037.0	Carroll Gardens-Columbia Street-Red Hook
OVEN ARTISANS,  INC.	Keith Cohen	keith@orwashers.com	7186187438	1187-1195 E 156th St	Bronx	NY	10474	Manufacturing	Commercial Bakery	ECSP	32.0			02/04/2013	19822.31	131028.2	Bronx	40.812578	-73.892928	202.0	17.0	93.0	2005913.0	2027360212.0	Hunts Point
PAPER ENTERPRISES, INC.	Herb Sedler	info@paperenterprises.com	718-402-12	720-750 East 132nd St.	Bronx	NY	10454	Wholesale/Warehouse/Distribution	Paper, plastic, janitorial, manintenance	ECSP	105.0			07/10/2007	341.93	202145.41	Bronx	40.800898	-73.91551	201.0	17.0	19.0	2003581.0	2025430060.0	Mott Haven-Port Morris
PARALLEL DEVELOPMENT LTD.	William Pickering	will@paralleldevelopment.net	7185990037	810 Humboldt Street	Brooklyn	NY	11222	Manufacturing	Engineering, design and fabrication studio	ECSP	2.0			08/02/2010	917.37	16734.35	Brooklyn	40.729518	-73.946078	301.0	33.0	579.0	3065444.0	3026050001.0	Greenpoint
PARSONS-MEARES LTD.	Vicki Lamb	vicki@parsons-meares.com	2129671663	21-07 41st Avenue	Long Island City	NY	11101	Manufacturing	Theatrical customes	ECSP	40.0			07/06/2015	9977.77	51306.96	Queens	40.7539	-73.942228	401.0	26.0	33.0	4004973.0	4004100046.0	Queensbridge-Ravenswood-Long Island City
PEERLESS IMPORTERS, INC.	Matthew Matassa	mmatassa@empiremerchants.com	7183835500	16 BRIDGEWATER STREET	BROOKLYN	NY	11222	Wholesale/Warehouse/Distribution	Dist. of Wines	ECSP	739.0			04/02/2008	4244.62	344465.15	Brooklyn	40.727108	-73.934949	301.0	33.0	589.0	3066696.0	3026660125.0	Greenpoint
PELICAN BAY LTD.	Michael Nasoff	michael@raviolistore.com	7187299300	39-22 23rd Street	Long Island City	NY	11101	Manufacturing	Manufacturer of pasta	ECSP	11.0			10/02/2012	10360.79	70802.51	Queens	40.755177	-73.938658	401.0	26.0	33.0	4004749.0	4003930008.0	Queensbridge-Ravenswood-Long Island City
PEPSI COLA BOTTLING CO., OF NY	Gerard Hewitt	shermanr@pepsi-ny.com	7183921018	112-02 15TH AVENUE	College Point	NY	11356	Manufacturing	MANUFACTURER	ECSP	231.0	2.0	462.0	05/02/2007	54127.14	3326530.48	Queens	40.783872	-73.854693	407.0	19.0	929.0	4098135.0	4040650001.0	College Point
PETCARE RX., INC.	Vijay Manthripragada	vmanthripragada@petcarerx.com	5169987041	1 Metrotech Center	Brooklyn	NY	11201	Commercial	Distributes medicines and pet supplies	ECSP	135.0			05/15/2015	1581.14	14912.68	Brooklyn	40.693463	-73.987227	302.0	33.0	11.0	3319418.0	3001470004.0	DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
PHOENIX BEVERAGE	Patrick  Simeone	Patsimeone@forbee.com	7186097456	Pier 7 at Atlantic,Red Hook	Brooklyn	NY	11201	Wholesale/Warehouse/Distribution	Distributor of beverages	ECSP	550.0			09/15/2011	108528.74	1091301.62	Brooklyn	40.691285	-74.000992	306.0	39.0	47.0	3424260.0	3002810001.0	Carroll Gardens-Columbia Street-Red Hook
PICASSO/HOOPS, I LOVE NEW YORK LLC	Jordan Wolfson	jason.kotara@gmail.com	9174479364	6 Bay Street	Brooklyn	NY	11231	Manufacturing	Manufacturer of Art work	ECSP	2.0			02/16/2017	356.45	3621.07	Brooklyn	40.673726	-74.009845	306.0	38.0	53.0	3008840.0	3006010001.0	Carroll Gardens-Columbia Street-Red Hook
PICTURE FARM II, LLC	Monae Freeman	monae@picturefarmpro.com	7182188001	141 Flushing Ave, Ste 506	Brooklyn	NY	11205	Commercial	video production	ECSP	26.0			04/19/2019	3509.41	6762.69	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
PINTO & TEGER ELECTRIC	Barrt Teger	Barryt.teger@pintoandtegerelectric.com	7189397055	14-14 123rd Street	College Point	NY	11356	Commercial	Electrical Contractor	ECSP	6.0			01/03/2011	1322.76	13405.67	Queens	40.785114	-73.844836	407.0	19.0	929.0	4098344.0	4040850036.0	College Point
POOK DIEMONT & OHL, INC.	Ted Ohl	info@pdoinc.com	7184022677	704 East 133rd Street	PORT MORRIS	NY	10454	Manufacturing	MFG. (THEATRE SETS)	ECSP	35.0			02/10/2009	657.58	16259.18	Bronx	40.801741	-73.915484	201.0	17.0	19.0	2092867.0	2025610021.0	Mott Haven-Port Morris
POSTMEDS, INC.	Jesse Brummer	jesse.brummer@truepill.com	4156152145	850 Third Ave	Brooklyn	NY	11232	Wholesale/Warehouse/Distribution	Online pharmacy delivery services.	ECSP	3.0			11/08/2019	1417.84	1740.24	Brooklyn	40.658518	-74.003327	307.0	38.0	18.0	3009889.0	3006710001.0	Sunset Park West
PREMIUM MILLWORK, INC.	Damaris Alamanzar	premiummillwork@gmail.com	7184227774	43 Coffey Street	Brooklyn	NY	11231	Manufacturing	Architectural millwork and carpentry	ECSP	5.0			01/10/2011	6447.02	56248.62	Brooklyn	40.674656	-74.011835	306.0	38.0	53.0	3008822.0	3005990014.0	Carroll Gardens-Columbia Street-Red Hook
PRESENTATION PRODUCTS, INC.	Orin Knopp	dknopp@presentationproducts.com	212584477	30-02 48th Avenue	Long Island City	NY	11220	Commercial	Audio visual company	ECSP	25.0			02/06/2018	2935.82	8533.44	Queens	40.741426	-73.937833	402.0	26.0	199.0	4003546.0	4002870011.0	Hunters Point-Sunnyside-West Maspeth
QUALITY CASTING, INC.	Carl Morfino	carl@qualitycasting.com	2123912962	3100 47th Avenue	Long Island City	NY	11101	Manufacturing	Jewelry castings	ECSP	42.0			09/04/2009	7291.58	154751.06	Queens	40.74306	-73.935652	402.0	26.0	199.0	4003539.0	4002810001.0	Hunters Point-Sunnyside-West Maspeth
R SIMON DESIGN, INC.	Jasmine Labeau	jasmine@lightsup.info	7184994209	141 Flushing Ave, Bldg. 77  #907	Brooklyn	NY	11205	Manufacturing	Design and Produce Lighting Fixtures	ECSP	10.0			04/19/2019	1509.56	2501.52	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
RAREFORM CARTING, INC.	Teresa Gerrity	grandproperty1@aol.com	7182055188	58-38 59th Street	Queens	NY	11378	Commercial	Garbage container service and building landlord	ECSP	4.0			02/16/2012	3389.47	19652.38	Queens	40.719945	-73.908282	405.0	30.0	525.0	4539678.0	4026810052.0	Maspeth
RDS DELIVERY SERVICES, CO., INC.	David Zogby	david@rdsdelivery.com	2122601348	37-41 Vernon Blvd.	Lond Island City	NY	11101	Wholesale/Warehouse/Distribution	Delivery Service	ECSP	123.0			03/06/2019	5919.95	6467.21	Queens	40.760066	-73.943667	401.0	26.0	39.0	4004352.0	4003580001.0	Queensbridge-Ravenswood-Long Island City
RICHARDS PLUMBING & HEATING CO., INC.	Richard Turchiano	rturchiano@rph.nyc	7183839900	231 Kent Street	Brooklyn	NY	11222	Commercial	plumbing, heating and fire protection	ECSP	67.0			05/02/2019	8099.4	8099.4	Brooklyn	40.731238	-73.95098	301.0	33.0	579.0	3064651.0	3025520010.0	Greenpoint
RONY ELKA VARDI, INC	Daniel Stenson	dan@catbirdnyc.com	6469301977	141 Flushing Ave, Bldg 77, Unit #903	Brooklyn	NY	11205	Manufacturing	jewelry	ECSP	103.0			02/20/2019	9848.65	18667.55	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
ROXY PAINE LLC	Roxy Paine	sofiampaine@mac.com	6078293214	413-419 Bond Street	Brooklyn	NY	11231	Manufacturing	Art	ECSP	2.0			12/17/2014	2057.25	14360.14	Brooklyn	40.67657	-73.99217	306.0	39.0	77.0	3008011.0	3004660060.0	Carroll Gardens-Columbia Street-Red Hook
RUFUS CORPORATION	Eve Sussman	roobaby2@aol.com	6463736114	1545 Dean Street	Brooklyn	NY	11213	Manufacturing	mfg & design cusomt objects for the arts & entertainment industry	ECSP	2.0			12/21/2017	351.86	1105.98	Brooklyn	40.676174	-73.936816	308.0	36.0	311.0	3035656.0	3013400051.0	Crown Heights North
RUGUS REALTY, INC. DBA MISS GRIMBLE	Errol Bier	errol@missgrimble.com	7186652253	909 EAST 135TH STREET	Bronx	NY	10454	Manufacturing	LANDLORD/WHOLSALE	ECSP	5.0	2.0	5.0	04/10/2007	1.85	21780.28	Bronx	40.800542	-73.909345	201.0	17.0	19.0	2094136.0	2025940050.0	Mott Haven-Port Morris
RUSS OPS LLC	Niki  Russ Federman	niki@russanddaughters.com	2124754880	141 Flushing Ave, Bldg 77, #102	Brooklyn	NY	11205	Manufacturing	Food  Manufacturer	ECSP	31.0			04/19/2019	18093.75	31813.35	Brooklyn	40.697863	-73.971138	302.0	33.0	543.0	3335143.0	3020230001.0	park-cemetery-etc-Brooklyn
S&L AEROSPACE METALS LLC	TED VARVATSAS	ted@slaerospace.com	7188944042	120-12 28TH AVENUE	QUEENS	NY	11354	Manufacturing	aircraft assemblies	ECSP	87.0			09/30/2016	44503.65	196830.67	Queens	40.773145	-73.847648	407.0	19.0	907.0	4100711.0	4043170041.0	College Point
SAFE ART SAT, INC.	Clive  Green	clive@safeart.com	7183928910	13-06 38th Avenue	Long Island City	NY	11101	Wholesale/Warehouse/Distribution	fine art to museum	ECSP	28.0			08/10/2009	4137.74	89245.22	Queens	40.757755	-73.939886	401.0	26.0	85.0	4005326.0	4004710725.0	Queensbridge-Ravenswood-Long Island City
SCULPTURE HOUSE CASTING, INC.	Michael Perrotta	info@sculpturehousecasting.com	7187079430	43-77 9th Street	Queens	NY	11101	Manufacturing	mold making and casting	ECSP	14.0			05/07/2015	2835.27	15055.23	Queens	40.750998	-73.950972	402.0	26.0	19.0	4005254.0	4004540001.0	Hunters Point-Sunnyside-West Maspeth
SDC DESIGNS LLC	Sridhar Krishnan	sridhar@sdcdesigns.com	6468980845	30-30 47th Avenue, Suite 520	Queens	NY	11101	Manufacturing	Jewelry mfg and design	ECSP	53.0			04/06/2018	9858.3	24733.0	Queens	40.743168	-73.936568	402.0	26.0	199.0	4003540.0	4002820001.0	Hunters Point-Sunnyside-West Maspeth
SHARAN BUILDERS, INC.	Manjit Singh	sharanbuildersinc@gmail.com	7183611700	128-12 18th Avenue	College Point	NY	11356	Commercial	General Contractor non-residential buildings	ECSP	10.0			06/30/2017	3214.34	7208.84	Queens	40.783222	-73.840208	407.0	19.0	947.0	4098985.0	4041340122.0	College Point
SIGNS DECAL CORP.	BABU KHALFAN	babu@signsanddecal.com	7184866400	410 MORGAN AVENUE	Brooklyn	NY	11211	Manufacturing	MFG. OF SIGNS & DECALS	ECSP	29.0			06/03/2013	16342.22	100590.44	Brooklyn	40.718136	-73.936953	301.0	34.0	449.0	3070154.0	3028780001.0	East Williamsburg
SILLY PHILLIE CREATIONS, INC.	RICHARD SIDAO	richard@sillyphillie.com	7184926300	140 58TH STREET BLDG. B UNIT 6F	Brooklyn	NY	11220	Manufacturing	MGF BABY CLOTHES & GIFTS	ECSP	18.0			07/03/2013	1549.91	16892.26	Brooklyn	40.645338	-74.022864	307.0	38.0	18.0	3414976.0	3057780001.0	Sunset Park West
SILVER HILL ATELIER, LLC	Norvel Hermanovski	norvel@silverhillarts.com	7185851691	250 East 139th Street	Bronx	NY	10451	Manufacturing	Custon artwork for hotels, restaurants and casinos	ECSP	8.0			10/12/2010	1374.77	13937.04	Bronx	40.811967	-73.92706	201.0	8.0	51.0	2097046.0	2023330017.0	Mott Haven-Port Morris
SILVERCUP SERVICES LLC	GARY KESNER	gkesner@silvercupstudios.com	7189062300	42-22 22nd Street	Long Island City	NY	11101	Manufacturing	MFG- MOVIE AND TV PROD	ECSP	47.0			10/07/2016	39801.68	185348.05	Queens	40.751055	-73.943635	402.0	26.0	19.0	4005076.0	4004270060.0	Hunters Point-Sunnyside-West Maspeth
SILVERCUP SERVICES LLC	GARY KESNER	gkesner@silvercupstudios.com	7189062300	42-22 22nd Street	Long Island City	NY	11101	Manufacturing	MFG- MOVIE AND TV PROD	ECSP	10.0			05/06/2008	22395.81	1335829.73	Queens	40.751055	-73.943635	402.0	26.0	19.0	4005076.0	4004270060.0	Hunters Point-Sunnyside-West Maspeth
SILVERMAN CERAMICS, LLC/ALSIO DESIGN, LLC	ROBERT SILVERMAN	2bsilverman@gmail.com	9173705858	1155-1205 MANHATTAN AVENUE	BROOKLYN	NY	11222	Manufacturing	specializing in ceramic prototypes for special projects	ECSP	3.0			12/03/2007	26.55	1437.94	Brooklyn	40.738162	-73.955442	301.0	33.0	563.0	3404803.0	3024720350.0	Greenpoint
SIZZAL, LLC	Al Weiss	al@influencegraphics.com	7183614205	11-05 44th Road	Queens	NY	11101	Manufacturing	digital and large format printing	ECSP	19.0			01/06/2011	145.47	69259.46	Queens	40.74924	-73.949065	402.0	26.0	19.0	4005225.0	4004460026.0	Hunters Point-Sunnyside-West Maspeth
SKY HIGH MURALS - COLOSSAL MEDIA, INC.	Adrian Moeller	adrian@colossalmediagroup.com	7188580979	1109 Metropolitan Avenue	Brooklyn	NY	11211	Commercial	outdoor advertising specializing in hand-painted murals	ECSP	76.0			07/05/2017	5185.47	16687.25	Brooklyn	40.714343	-73.932101	301.0	34.0	449.0	3070491.0	3029270025.0	East Williamsburg
SKYLINE RESTORATION, INC.	Rygo Foss	rygo.foss@skylinerestoration.com	7189375353	49-27 31st Street	Long Island City	NY	11101	Other	Painting & Wall Covering Contractors Industry	ECSP	507.0			12/06/2018	5845.43	8334.93	Queens	40.73949	-73.9365	402.0	26.0	199.0	4003553.0	4002890021.0	Hunters Point-Sunnyside-West Maspeth
